player_id,name,height,weight,team,position,team_id
1631245,Quenton Jackson,6-5,173.0,IND,Guard,1610612754.0
202704,Reggie Jackson,6-2,208.0,,Guard,
1641748,Andre Jackson Jr.,6-6,209.0,MIL,Guard,1610612749.0
1628991,Jaren Jackson Jr.,6-10,242.0,MEM,Forward-Center,1610612763.0
1631218,Trayce Jackson-Davis,6-9,245.0,GSW,Forward,1610612744.0
1642355,Bronny James,6-3,210.0,LAL,Guard,1610612747.0
2544,LeBron James,6-9,250.0,LAL,Forward,1610612747.0
1631170,Jaime Jaquez Jr.,6-6,225.0,MIA,Guard,1610612748.0
1629610,DaQuan Jeffries,6-5,222.0,CHA,Guard-Forward,1610612766.0
1641998,Trey Jemison III,6-11,270.0,LAL,Center,1610612747.0
1642450,Daniss Jenkins,6-3,165.0,DET,Guard,1610612765.0
1629660,Ty Jerome,6-5,195.0,MEM,Guard-Forward,1610612763.0
1630198,Isaiah Joe,6-3,165.0,OKC,Guard,1610612760.0
1642358,AJ Johnson,6-5,160.0,WAS,Guard,1610612764.0
1629661,Cameron Johnson,6-8,210.0,DEN,Forward,1610612743.0
1630552,Jalen Johnson,6-8,219.0,ATL,Forward,1610612737.0
201949,James Johnson,6-7,240.0,IND,Forward,1610612754.0
1629640,Keldon Johnson,6-5,220.0,SAS,Forward-Guard,1610612759.0
1630553,Keon Johnson,6-5,185.0,BKN,Guard,1610612751.0
1642352,Keshad Johnson,6-7,225.0,MIA,Forward,1610612748.0
203999,Nikola Jokić,6-11,284.0,DEN,Center,1610612743.0
1641732,Colby Jones,6-6,207.0,DET,Guard,1610612765.0
1641794,Dillon Jones,6-5,235.0,WAS,Forward,1610612764.0
1630529,Herbert Jones,6-7,206.0,NOP,Forward,1610612740.0
1642403,Isaac Jones,6-9,245.0,SAC,Forward,1610612758.0
1630539,Kai Jones,6-11,221.0,DAL,Center-Forward,1610612742.0
1630222,Mason Jones,6-4,200.0,SAC,Guard,1610612758.0
1642461,Spencer Jones,6-7,225.0,DEN,Forward,1610612743.0
1630200,Tre Jones,6-1,185.0,CHI,Guard,1610612741.0
1626145,Tyus Jones,6-1,196.0,ORL,Guard,1610612753.0
1627884,Derrick Jones Jr.,6-6,210.0,LAC,Forward,1610612746.0
201599,DeAndre Jordan,6-11,265.0,DEN,Center,1610612743.0
202709,Cory Joseph,6-2,200.0,ORL,Guard,1610612753.0
1631107,Nikola Jović,6-10,205.0,MIA,Forward,1610612748.0
1630548,Johnny Juzang,6-5,226.0,UTA,Guard,1610612762.0
1642530,Yuki Kawamura,5-8,159.0,CHI,Guard,1610612741.0
1630283,Kylor Kelley,7-0,230.0,,Center,
1628379,Luke Kennard,6-5,206.0,ATL,Guard,1610612737.0
1631117,Walker Kessler,7-0,245.0,UTA,Center,1610612762.0
1630296,Braxton Key,6-8,225.0,GSW,Forward,1610612744.0
1630557,Corey Kispert,6-6,224.0,WAS,Forward,1610612764.0
1628467,Maxi Kleber,6-10,240.0,LAL,Forward,1610612747.0
1641752,Bobi Klintman,6-9,225.0,DET,Forward,1610612765.0
1642261,Dalton Knecht,6-6,215.0,LAL,Forward,1610612747.0
1628995,Kevin Knox II,6-8,215.0,GSW,Forward,1610612744.0
1642278,Tyler Kolek,6-3,195.0,NYK,Guard,1610612752.0
1631132,Christian Koloko,7-0,225.0,LAL,Center,1610612747.0
1629723,John Konchar,6-5,210.0,MEM,Guard,1610612763.0
1628436,Luke Kornet,7-1,250.0,SAS,Center-Forward,1610612759.0
1630249,Vít Krejčí,6-8,195.0,ATL,Guard,1610612737.0
1630228,Jonathan Kuminga,6-7,225.0,GSW,Forward,1610612744.0
1628398,Kyle Kuzma,6-9,221.0,MIL,Forward,1610612749.0
1631222,Jake LaRavia,6-7,235.0,LAL,Forward,1610612747.0
203897,Zach LaVine,6-5,200.0,SAC,Guard,1610612758.0
1627746,Skal Labissiere,6-10,235.0,,Forward-Center,
1629111,Jock Landale,6-11,255.0,MEM,Center,1610612763.0
1641796,Pelle Larsson,6-5,215.0,MIA,Guard,1610612748.0
1630639,A.J. Lawson,6-6,179.0,TOR,Guard,1610612761.0
1627747,Caris LeVert,6-6,205.0,DET,Guard,1610612765.0
1627814,Damion Lee,6-6,210.0,PHX,Guard-Forward,1610612756.0
203458,Alex Len,7-0,250.0,LAL,Center,1610612747.0
202695,Kawhi Leonard,6-7,225.0,LAC,Forward,1610612746.0
1642502,Malevy Leons,6-9,210.0,OKC,Forward,1610612760.0
1641721,Maxwell Lewis,6-7,215.0,BKN,Forward,1610612751.0
1630604,E.J. Liddell,6-6,240.0,CHI,Forward,1610612741.0
203081,Damian Lillard,6-2,195.0,POR,Guard,1610612757.0
1641726,Dereck Lively II,7-1,230.0,DAL,Center,1610612742.0
1641753,Chris Livingston,6-6,220.0,MIL,Forward,1610612749.0
1626172,Kevon Looney,6-9,222.0,NOP,Forward,1610612740.0
201572,Brook Lopez,7-1,282.0,LAC,Center,1610612746.0
201567,Kevin Love,6-8,251.0,UTA,Forward-Center,1610612762.0
200768,Kyle Lowry,6-0,196.0,PHI,Guard,1610612755.0
1641754,Seth Lundy,6-4,220.0,LAC,Guard-Forward,1610612746.0
1626168,Trey Lyles,6-9,234.0,SAC,Forward,1610612758.0
1630572,Sandro Mamukelashvili,6-9,240.0,TOR,Forward-Center,1610612761.0
1629611,Terance Mann,6-5,215.0,BKN,Guard-Forward,1610612751.0
1630544,Tre Mann,6-3,178.0,CHA,Guard,1610612766.0
1628374,Lauri Markkanen,7-0,240.0,UTA,Forward-Center,1610612762.0
1630230,Naji Marshall,6-6,220.0,DAL,Forward,1610612742.0
1628997,Caleb Martin,6-5,205.0,DAL,Forward,1610612742.0
1628998,Cody Martin,6-6,205.0,PHX,Forward,1610612756.0
1641798,Jaylen Martin,6-6,216.0,WAS,Guard,1610612764.0
1630231,KJ Martin,6-6,215.0,UTA,Forward,1610612762.0
1631213,Tyrese Martin,6-6,215.0,BKN,Forward,1610612751.0
1629726,Garrison Mathews,6-6,215.0,ATL,Guard,1610612737.0
1631097,Bennedict Mathurin,6-5,210.0,IND,Guard-Forward,1610612754.0
1631255,Karlo Matković,6-10,231.0,NOP,Forward-Center,1610612740.0
1630178,Tyrese Maxey,6-2,200.0,PHI,Guard,1610612755.0
1630540,Miles McBride,6-1,195.0,NYK,Guard,1610612752.0
1642272,Jared McCain,6-3,195.0,PHI,Guard,1610612755.0
1630644,Mac McClung,6-2,185.0,ORL,Guard,1610612753.0
203468,CJ McCollum,6-3,190.0,WAS,Guard,1610612764.0
204456,T.J. McConnell,6-1,190.0,IND,Guard,1610612754.0
1641755,Kevin McCullar Jr.,6-6,210.0,NYK,Guard,1610612752.0
1630183,Jaden McDaniels,6-9,185.0,MIN,Forward,1610612750.0
1629667,Jalen McDaniels,6-9,190.0,,Forward,
203926,Doug McDermott,6-6,225.0,SAC,Forward,1610612758.0
1631121,Bryce McGowens,6-6,190.0,NOP,Guard,1610612740.0
1629162,Jordan McLaughlin,6-0,185.0,SAS,Guard,1610612759.0
1629098,Jack McVeigh,6-8,215.0,HOU,Guard-Forward,1610612745.0
1629001,De'Anthony Melton,6-3,200.0,BKN,Guard,1610612751.0
1630241,Sam Merrill,6-4,205.0,CLE,Guard,1610612739.0
203995,Vasilije Micic,6-3,188.0,PHX,Guard,1610612756.0
203114,Khris Middleton,6-7,222.0,WAS,Forward,1610612764.0
1641706,Brandon Miller,6-7,200.0,CHA,Forward,1610612766.0
1641801,Emanuel Miller,6-7,215.0,CHI,Forward,1610612741.0
1641757,Jordan Miller,6-5,194.0,LAC,Guard,1610612746.0
1631159,Leonard Miller,6-10,220.0,MIN,Forward,1610612750.0
201988,Patty Mills,6-2,180.0,LAC,Guard,1610612746.0
1629003,Shake Milton,6-5,205.0,LAL,Guard,1610612747.0
1631303,Justin Minaya,6-5,205.0,POR,Forward,1610612757.0
1642434,Riley Minix,6-7,230.0,SAS,Forward,1610612759.0
1631169,Josh Minott,6-8,205.0,BOS,Forward,1610612738.0
1642274,Yves Missi,6-11,235.0,NOP,Center,1610612740.0
1642349,Ajay Mitchell,6-5,190.0,OKC,Guard,1610612760.0
1630558,Davion Mitchell,6-0,202.0,MIA,Guard,1610612748.0
1628378,Donovan Mitchell,6-3,215.0,CLE,Guard,1610612739.0
1630596,Evan Mobley,6-11,215.0,CLE,Center,1610612739.0
1642367,Jonathan Mogbo,6-9,225.0,TOR,Forward,1610612761.0
1628370,Malik Monk,6-3,200.0,SAC,Guard,1610612758.0
1630541,Moses Moody,6-5,211.0,GSW,Guard,1610612744.0
1631386,Tazé Moore,6-5,195.0,,Guard,
1631111,Wendell Moore Jr.,6-5,215.0,CHA,Guard,1610612766.0
1629630,Ja Morant,6-2,174.0,MEM,Guard,1610612763.0
202693,Markieff Morris,6-9,245.0,LAL,Forward,1610612747.0
1628420,Monté Morris,6-2,183.0,PHX,Guard,1610612756.0
1630530,Trey Murphy III,6-8,206.0,NOP,Forward,1610612740.0
1627749,Dejounte Murray,6-4,180.0,NOP,Guard,1610612740.0
1627750,Jamal Murray,6-4,215.0,DEN,Guard,1610612743.0
1631099,Keegan Murray,6-8,225.0,SAC,Forward,1610612758.0
1631200,Kris Murray,6-8,216.0,POR,Forward,1610612757.0
1629004,Svi Mykhailiuk,6-7,205.0,UTA,Guard-Forward,1610612762.0
1631250,Pete Nance,6-10,225.0,MIL,Forward,1610612749.0
1626204,Larry Nance Jr.,6-8,245.0,CLE,Forward-Center,1610612739.0
1629614,Andrew Nembhard,6-4,191.0,IND,Guard-Forward,1610612754.0
1630174,Aaron Nesmith,6-6,215.0,IND,Guard-Forward,1610612754.0
1641803,Tristen Newton,6-5,190.0,MIN,Guard,1610612750.0
1627777,Georges Niang,6-7,230.0,UTA,Forward,1610612762.0
1630227,Daishen Nix,6-4,238.0,,Guard,
1630192,Zeke Nnaji,6-9,240.0,DEN,Forward-Center,1610612743.0
1641936,Miles Norris,6-7,220.0,BOS,Forward,1610612738.0
1629669,Jaylen Nowell,6-4,201.0,,Guard,
203994,Jusuf Nurkić,7-0,290.0,UTA,Center,1610612762.0
1626220,Royce O'Neale,6-6,226.0,PHX,Forward,1610612756.0
1626143,Jahlil Okafor,6-10,270.0,,Center-Forward,
1629643,Chuma Okeke,6-7,229.0,CLE,Forward,1610612739.0
1629006,Josh Okogie,6-4,213.0,HOU,Guard,1610612745.0
1630168,Onyeka Okongwu,6-10,240.0,ATL,Forward-Center,1610612737.0
1630171,Isaac Okoro,6-5,225.0,CHI,Forward-Guard,1610612741.0
1642439,Quincy Olivari,6-3,200.0,,Guard,
203482,Kelly Olynyk,6-11,240.0,SAS,Forward-Center,1610612759.0
1626162,Kelly Oubre Jr.,6-8,203.0,PHI,Forward-Guard,1610612755.0
101108,Chris Paul,6-0,175.0,LAC,Guard,1610612746.0
1626166,Cameron Payne,6-3,183.0,NYK,Guard,1610612752.0
203901,Elfrid Payton,6-3,195.0,NOP,Guard,1610612740.0
1627780,Gary Payton II,6-2,195.0,GSW,Guard,1610612744.0
1641809,Drew Peterson,6-9,205.0,CHA,Forward,1610612766.0
1641763,Julian Phillips,6-8,198.0,CHI,Forward,1610612741.0
1629618,Jalen Pickett,6-2,202.0,DEN,Guard,1610612743.0
1630590,Scotty Pippen Jr.,6-1,170.0,MEM,Guard,1610612763.0
1631342,Daeqwon Plowden,6-6,216.0,SAC,Guard-Forward,1610612758.0
203486,Mason Plumlee,6-10,254.0,CHA,Forward-Center,1610612766.0
1641764,Brandin Podziemski,6-4,205.0,GSW,Guard,1610612744.0
1627751,Jakob Poeltl,7-0,260.0,TOR,Center,1610612761.0
1629673,Jordan Poole,6-4,194.0,NOP,Guard,1610612740.0
1641854,Craig Porter Jr.,6-1,180.0,CLE,Guard,1610612739.0
1629645,Kevin Porter Jr.,6-4,203.0,MIL,Guard-Forward,1610612749.0
1629008,Michael Porter Jr.,6-10,218.0,BKN,Forward,1610612751.0
1626171,Bobby Portis,6-10,250.0,MIL,Forward,1610612749.0
204001,Kristaps Porziņģis,7-2,240.0,ATL,Forward-Center,1610612737.0
1642366,Quinten Post,7-0,238.0,GSW,Center,1610612744.0
1630695,Micah Potter,6-9,248.0,SAS,Center,1610612759.0
203939,Dwight Powell,6-10,240.0,DAL,Forward-Center,1610612742.0
1626181,Norman Powell,6-4,215.0,MIA,Guard,1610612748.0
1627752,Taurean Prince,6-6,218.0,MIL,Forward,1610612749.0
1630202,Payton Pritchard,6-1,195.0,BOS,Guard,1610612738.0
1641765,Olivier-Maxence Prosper,6-7,230.0,DAL,Forward,1610612742.0
1642389,Zyon Pullin,6-4,206.0,MEM,Guard,1610612763.0
1630243,Trevelin Queen,6-5,190.0,ORL,Guard,1610612753.0
1629674,Neemias Queta,7-0,248.0,BOS,Center,1610612738.0
1630193,Immanuel Quickley,6-2,190.0,TOR,Guard,1610612761.0
1631311,Lester Quinones,6-4,208.0,NOP,Guard,1610612740.0
203944,Julius Randle,6-9,250.0,MIN,Forward-Center,1610612750.0
1641871,Duop Reath,6-9,245.0,POR,Center,1610612757.0
1630559,Austin Reaves,6-5,197.0,LAL,Guard,1610612747.0
1629629,Cam Reddish,6-7,217.0,,Forward-Guard,
1630194,Paul Reed,6-9,210.0,DET,Forward,1610612765.0
1642024,Alex Reese,6-9,245.0,PHI,Forward-Center,1610612755.0
1641810,Antonio Reeves,6-5,205.0,CHA,Guard,1610612766.0
1629675,Naz Reid,6-9,264.0,MIN,Center-Forward,1610612750.0
1631197,Jared Rhoden,6-5,210.0,TOR,Guard,1610612761.0
1630208,Nick Richards,7-0,245.0,PHX,Center,1610612756.0
1626196,Josh Richardson,6-5,200.0,,Guard,
1642258,Zaccharie Risacher,6-8,200.0,ATL,Forward,1610612737.0
1641857,Liam Robbins,7-0,250.0,,Center,
1629130,Duncan Robinson,6-7,215.0,DET,Forward,1610612765.0
1629011,Mitchell Robinson,7-0,240.0,NYK,Center-Forward,1610612752.0
1631115,Orlando Robinson,6-10,235.0,ORL,Center,1610612753.0
1630526,Jeremiah Robinson-Earl,6-8,240.0,NOP,Forward,1610612740.0
1631223,David Roddy,6-4,255.0,TOR,Forward,1610612761.0
1631157,Ryan Rollins,6-3,180.0,MIL,Guard,1610612749.0
1642050,Jackson Rowe,6-7,210.0,GSW,Forward,1610612744.0
1626179,Terry Rozier,6-1,190.0,MIA,Guard,1610612748.0
1641712,Rayan Rupert,6-6,195.0,POR,Guard-Forward,1610612757.0
1626156,D'Angelo Russell,6-3,193.0,DAL,Guard,1610612742.0
1630346,Matt Ryan,6-6,215.0,,Forward,
1627734,Domantas Sabonis,6-10,240.0,SAC,Forward-Center,1610612758.0
1642275,Tidjane Salaün,6-8,207.0,CHA,Forward,1610612766.0
1641766,Adama Sanogo,6-9,245.0,,Forward,
